# PLATE   MJD     FIBERID   Z   
5110   55913     420     0.06540408
6043   56096     878     0.060503247999999996
6788   56428     167     0.13226485
5110   55913     562     0.088193424
6719   56390     184     0.007733568499999999
7718   57362     547     0.18352343
3658   55205     99     0.25129768
4388   55536     537     0.05290807
4388   55536     552     0.14877418
6788   56428     482     0.13283746
5110   55913     886     0.27644628
7718   57362     812     0.18767522
7721   57360     9     0.23886782
5111   55840     168     0.104288675
5167   56066     272     0.24151699
5111   55840     224     0.23237373
6789   56401     32     0.031388192999999995
6044   56090     790     0.18511237
4389   55539     124     0.005048776
7633   56931     328     0.22820811
6045   56072     137     0.17964983
5111   55840     616     0.30990922
6720   56390     227     0.19324845
5167   56066     966     0.029706819
3659   55181     91     0.29877743
5111   55840     694     0.091483325
5111   55840     704     0.073071785
3659   55181     143     0.19254798
4455   55539     998     0.08959208
6789   56401     873     0.2868861
3659   55181     396     0.09729998
6045   56072     712     0.24097405
5991   56076     334     0.28171885
4456   55537     205     0.22064412
6790   56430     80     0.07644596
6045   56072     799     0.058706015
5112   55895     102     0.07287232
4389   55539     818     0.031526946
7818   56989     540     0.012510933
3659   55181     664     0.20817326
3659   55181     687     0.18794292
4456   55537     502     0.055739656
7634   56935     176     0.20233317
6720   56390     898     0.036920395
5991   56076     626     0.09038113
3759   55236     330     0.25710306
4390   55948     64     0.16431189
7634   56935     302     0.035602562000000004
5112   55895     484     0.08835268
5991   56076     773     0.12603192
5112   55895     594     0.108614966
6721   56398     184     0.29345748
5169   56045     331     0.15085584
7634   56935     598     0.27002645
3660   55209     240     0.07836593
5112   55895     950     0.15952563
5113   55924     2     0.072882295
5992   56066     290     0.11824159
3660   55209     456     0.079471655
6047   56098     137     0.3029775
5169   56045     976     0.17296346
4457   55858     754     0.25548282
6791   56429     639     0.29921067
4390   55948     920     0.09762833
6791   56429     642     0.31626174
5113   55924     228     0.0901011
5113   55924     266     0.17158177
6721   56398     864     0.16153423
5113   55924     290     0.28899807
5113   55924     318     0.08782836
5992   56066     614     0.024348736
4391   55866     58     0.14206906
3660   55209     788     0.08061335
3760   55268     812     0.10298886
3660   55209     907     0.2170989
6792   56432     160     0.24919124
3761   55272     80     0.05715106
5992   56066     932     0.19800703
4458   55536     500     0.022070836
6792   56432     425     0.28672567
6048   56072     170     0.008673702
6792   56432     488     0.2058469
5993   56070     14     0.07244412
6048   56072     203     0.017980421
6722   56431     332     0.07244073599999999
4391   55866     548     0.12747677
6722   56431     442     0.26315105
5113   55924     933     0.25303543
3661   55212     362     0.061495867
4391   55866     658     0.08493773
5171   56038     278     0.025460122
5171   56038     288     0.28198528
7821   57279     172     0.046052765
5114   55883     28     0.12783659
5993   56070     370     0.06565313
6792   56432     968     0.2273268
4391   55866     835     0.068774335
6793   56430     76     0.14035706
4392   55833     72     0.30203044
6793   56430     253     0.26778233
6793   56430     304     0.23379965
4392   55833     166     0.30371955
6793   56430     316     0.06365066
6723   56428     98     0.25005555
6793   56430     398     0.21319222
6723   56428     230     0.03085706
4392   55833     396     0.31168965
5114   55883     722     0.122023985
5994   56101     18     0.055455904
6793   56430     625     0.07808929
5994   56101     92     0.02424019
6723   56428     500     0.20338829
6793   56430     835     0.31077337
5172   56071     324     0.032594398
6793   56430     906     0.06278854
4460   55533     104     0.26278389
7636   56989     930     0.28284854
4392   55833     780     0.054375827
5115   55885     116     0.10085697
5172   56071     560     0.0767288
5115   55885     196     0.3100197
5115   55885     261     0.09628826
5172   56071     820     0.22217707
5115   55885     397     0.09963628
5994   56101     685     0.21534489
5173   56046     22     0.07129112
5115   55885     490     0.07452378
3661   55614     916     0.16694920000000002
6050   56089     412     0.20593311
